index,date,headline,snippet,link
94,19900601,Melee by Inmates in Louisiana,"LEAD: Fifteen to 20 Cuban detainees rioted at a jail here Thursday, smashing a wall, setting fires and throwing chunks of concrete at guards before the authorities used tear gas to regain control. Two guards and four prisoners suffered minor injuries...",http://www.nytimes.com/1990/06/02/us/melee-by-inmates-in-louisiana.html
95,19900701,Tourists Greet Bush's Mother,"LEAD: Tourists sang ''Happy Birthday'' to 89-year-old Dorothy Walker Bush today as she emerged from St. Ann's by the Sea Episcopal Church on the arm of her son, President Bush. ''Thanks for the greeting for my Mom,'' the vacationing President said.",http://www.nytimes.com/1990/07/02/us/tourists-greet-bush-s-mother.html
96,19900801,6 SAILORS DROWN AS FREIGHTER SINKS,"LEAD: Six sailors were drowned yesterday after their freighter, her lifeboats and rafts too poorly maintained to use, was pummeled by Hurricane Bertha's 90-mile-an-hour winds and broke up in the Atlantic about 400 miles east of New York.",http://www.nytimes.com/1990/08/02/us/6-sailors-drown-as-freighter-sinks.html
97,19900901,Jews at U. of Wisconsin Are Victims of Bias Acts,LEAD: Jewish students returning this week to the University of Wisconsin for the fall semester were the latest victims in a wave of anti-Semitic acts that began here in mid-July.,http://www.nytimes.com/1990/09/02/us/jews-at-u-of-wisconsin-are-victims-of-bias-acts.html
98,19901001,Passage From 'Mein Kampf' Ignites Furor at Dartmouth,"LEAD: The Dartmouth Review, a politically conservative student weekly, touched off widespread student and faculty protests on the New Hampshire campus over the weekend by printing an anti-Semitic passage from Hitler's ''Mein Kampf.''",http://www.nytimes.com/1990/10/02/us/passage-from-mein-kampf-ignites-furor-at-dartmouth.html
99,19901101,"Los Angeles Journal; Homelessness One Day, And Stardom the Next","  In the quiet of a weekend morning when the deserted downtown is theirs, a group of homeless men and women lolled in the shadow of a skyscraper, chatting and enjoying the day's handouts of cigarettes and coffee with extra cream.    But the moment...",http://www.nytimes.com/1990/11/02/us/los-angeles-journal-homelessness-one-day-and-stardom-the-next.html
100,19910101,"Church Cannot Be Regulated As Landmark, Court Rules","  A landmark commission's effort to regulate changes inside a church in the city's historic South End violated the state constitution's guarantee of the free exercise of religion, the state's highest court ruled today.    The government interest in...""",http://www.nytimes.com/1991/01/01/us/church-cannot-be-regulated-as-landmark-court-rules.html
101,19910201,Plan Signals a Shift by Nuclear Industry,"  In the most explicit signs yet that the nation's nuclear weapons industry is shifting its mission from producing nuclear warheads to restoring the environment, the Department of Energy has decided to close a reactor in South Carolina, to curtail...",http://www.nytimes.com/1991/02/01/us/plan-signals-a-shift-by-nuclear-industry.html
102,19910301,"Iranian-American Sues Pan Am, Saying It Unfairly Questioned Him","  An Iranian-born American citizen who says he was ordered off a New York-bound Pan American World Airways jet in Miami and questioned for three hours filed suit against the airline yesterday, accusing it of discriminating against him because of his...",http://www.nytimes.com/1991/03/02/us/iranian-american-sues-pan-am-saying-it-unfairly-questioned-him.html
103,19910401,Miami Plans to Evict Cuban Art Museum from City Building,"  The Cuban Museum of Arts and Culture here, which was bombed twice in recent years for exhibiting works by artists living in Cuba, is facing eviction from a city-owned building on Monday.    The Miami City Commission voted last week not to renew the...",http://www.nytimes.com/1991/04/01/us/miami-plans-to-evict-cuban-art-museum-from-city-building.html
104,19910501,Reader's Digest Group Gives Duke Media Unit $3 Million,  Duke University announced yesterday that its Institute of Policy Sciences and Public Affairs has received an unrestricted endowment grant of $3 million from the DeWitt Wallace-Reader's Digest Special Projects Fund. The money will be used to support...,http://www.nytimes.com/1991/05/02/us/reader-s-digest-group-gives-duke-media-unit-3-million.html
105,19910601,Head of Army Sees Chance of Female Fliers in Combat,"  The Secretary of the Army says that if Congress repeals the law barring women from flying combat planes the service will probably open hundreds of pilots' jobs now off limits to women.   The Secretary, Michael P. W. Stone, became the first head of...",http://www.nytimes.com/1991/06/02/us/head-of-army-sees-chance-of-female-fliers-in-combat.html
106,19910701,Income of Mormon Church Is Put at $4.7 Billion a Year,"  A Phoenix newspaper reported Sunday that the Mormon Church, which does not disclose its finances, collects at least $4.3 billion a year from its members and $400 million more from its many enterprises.    Nearly all that $4.7 billion is spent...",http://www.nytimes.com/1991/07/02/us/income-of-mormon-church-is-put-at-4.7-billion-a-year.html
107,19910801,Senate Backs Bush's Call for 'Star Wars' and Stealth Priorities,"  The Senate today endorsed President Bush's two top military priorities, the Stealth bomber and the Star Wars antimissile defense system  rejecting arguments that the easing of cold war tensions and closer United States-Soviet ties made the...""",http://www.nytimes.com/1991/08/02/us/senate-backs-bush-s-call-for-star-wars-and-stealth-priorities.html
108,19910901,"In Women's Tennis, She's Over the Hill at 21","  After four years of high school in Fountain Valley, Calif., and three years at Stanford University in Palo Alto, Debbie Graham has decided to begin her career as a professional tennis player, hoping for a shot at the top of an increasingly...",http://www.nytimes.com/1991/09/01/us/in-women-s-tennis-she-s-over-the-hill-at-21.html
109,19911001,BUSH'S ARMS PLAN: Battle Cry In Congress; Lawmakers Brace For Fight on Arms,"  In his speech to the nation on Friday night, outlining major reductions in American nuclear armaments, President Bush warned against unwise or unwarranted cuts in the defense budget"" and said he was ""counting on Congressional support"" for his...""",http://www.nytimes.com/1991/10/01/us/bush-s-arms-plan-battle-cry-in-congress-lawmakers-brace-for-fight-on-arms.html
110,19911101,Cuomo Musings Cast Pall Over Race,"  Gov. Mario M. Cuomo's public hand-wringing about whether to seek the Presidency has slowed but not frozen the pace of the just-formed Democratic primary field, fund-raisers and campaign aides said this week.   The candidates' travels have picked up...",http://www.nytimes.com/1991/11/02/us/cuomo-musings-cast-pall-over-race.html
111,19920201,THE 1992 CAMPAIGN: Republicans; Quayle's New Hampshire Theme: A Vote for Bush Is a Message to Congress,"  For those who might equate a vote for George Bush with an endorsement of his tenure, Vice President Dan Quayle would like to offer an alternative.   Campaigning today in New Hampshire, Mr. Quayle exhorted New Hampshire Republicans to consider a...",http://www.nytimes.com/1992/02/02/us/1992-campaign-republicans-quayle-s-new-hampshire-theme-vote-for-bush-message.html
112,19920301,"Philadelphia Journal; Coat for the Homeless Is a Mobile Shelter, Too",  An apparel design professor whose students have produced stuffed caterpillars for children with cerebral palsy and cloth blocks with Braille characters for blind toddlers has come up with an elegant robe that would move well on a runway with pieces...,http://www.nytimes.com/1992/03/02/us/philadelphia-journal-coat-for-the-homeless-is-a-mobile-shelter-too.html
113,19920401,Check Writing at the House Bank Is Only Part of Congress's Trouble,"  It is being called the House bank scandal, but it is actually a web of administrative problems in the House of Representatives -- some of which have nothing to do with the House bank.   Four separate investigations are under way by Congress and the...",http://www.nytimes.com/1992/04/02/us/check-writing-at-the-house-bank-is-only-part-of-congress-s-trouble.html
114,19920701,Congressional Roundup; Panel Backs Abortion Measure,"  After emotional debate and parliamentary skirmishing, a Senate committee voted 12 to 5 today for legislation to prohibit most state restrictions on abortion.   Prompt action by the Senate Labor and Human Resources Committee appeared threatened when...",http://www.nytimes.com/1992/07/02/us/congressional-roundup-panel-backs-abortion-measure.html
115,19920801,Army Women Face Bias on Macho Base,"  For Specialist Trenee Maddox, it was sexist innuendo from leering sergeants about her appearance. For Capt. Priscilla Mondt, it was sexually suggestive lyrics in soldiers' marching cadences. For former Specialist Pamela Metras, it meant an assault...",http://www.nytimes.com/1992/08/02/us/army-women-face-bias-on-macho-base.html
116,19920901,White Supremacist Surrenders After 11-Day Siege,"  Randy Weaver, a white supremacist whose defiance of the law made him a hero to hate groups in the West, surrendered to the authorities today, ending an 11-day siege at his mountaintop cabin in the woods of north Idaho.   The standoff, which began...",http://www.nytimes.com/1992/09/01/us/white-supremacist-surrenders-after-11-day-siege.html
117,19921001,"Congressional Roundup; Backing Abortion Counseling, Senate Votes to Override a Veto","  The Senate voted today to override President Bush's veto of legislation that would lift his Administration's ban on abortion counseling at federally financed family-planning clinics.   The 73-to-26 vote to overturn the regulation, which its foes...",http://www.nytimes.com/1992/10/02/us/congressional-roundup-backing-abortion-counseling-senate-votes-override-veto.html
118,19921101,Bishops Protest Vatican Advisory Condoning Anti-Homosexual Bias,"  Two Roman Catholic bishops have joined more than 1,500 Catholics in publicly protesting a Vatican document that said discrimination against homosexuals could be justified in areas like adoption, military service and the hiring of teachers or...",http://www.nytimes.com/1992/11/02/us/bishops-protest-vatican-advisory-condoning-anti-homosexual-bias.html
119,19930101,Economic Pulse: The Washington Region; Once-Booming Megalopolis Is Struggling With Harder Times,"  At first glance, it could be the good old days all over again, just the way things were a couple of years back, before the recession hit this little rural patch sandwiched between the suburbs of Baltimore and Washington.   Bulldozers are ripping...",http://www.nytimes.com/1993/01/01/us/economic-pulse-washington-region-once-booming-megalopolis-struggling-with-harder.html
120,19930401,Florida Feels New Push For Protection of Clinics,"  Galvanized by the slaying of a doctor outside an abortion clinic in Pensacola last month, abortion-rights advocates in Florida are pressing in the State Legislature and in the courts for new measures to strengthen protection for such clinics and...",http://www.nytimes.com/1993/04/02/us/florida-feels-new-push-for-protection-of-clinics.html
121,19930501,Gangs Go Public in New Fight for Respect,"  Jimel Barnes, a legendary gang member who made his name two decades ago by punching one of the founders of the Crips gang, was picking at his hors d'oeuvres the other day in the ballroom of the Westin Hotel here.   Crips and Bloods aren't going to...""",http://www.nytimes.com/1993/05/02/us/gangs-go-public-in-new-fight-for-respect.html
122,19930701,A-Plants Warned to Be Wary of Truck Bombs,"  After a decade of debate, the Nuclear Regulatory Commission decided yesterday that civilian power plants should prepare for truck-bomb attacks. A main reason was the World Trade Center explosion in February.   The chairman of the commission, Ivan...",http://www.nytimes.com/1993/07/01/us/a-plants-warned-to-be-wary-of-truck-bombs.html
123,19930801,Washington at Work; War Room General Plots Fight on Economic Turf,"  In the middle of chaos, with computer printers humming, phones ringing nonstop and five television monitors blaring, Deputy Treasury Secretary Roger C. Altman calmly surveyed the Administration's war room as he planned the next forays in the...",http://www.nytimes.com/1993/08/01/us/washington-at-work-war-room-general-plots-fight-on-economic-turf.html
124,19931001,"Colin Powell, Who Led U.S. Military Into a New Era, Resigns","  Gen. Colin L. Powell, who defined the United States' post-cold-war military doctrine, retired today as popular with America's armed forces as with the average American who never served in harm's way.   That appeal, which has drawn speculation that...",http://www.nytimes.com/1993/10/01/us/colin-powell-who-led-us-military-into-a-new-era-resigns.html
125,19940101,Victims of Bias Try to Steer Skinheads Off Road to Hate,"  As far as the authorities could tell, some of the younger members of the Fourth Reich Skinheads of Orange County had been hating Jews, blacks and other ethnic minorities for only less than a year. So maybe there was still time to reach them, offer...",http://www.nytimes.com/1994/01/01/us/victims-of-bias-try-to-steer-skinheads-off-road-to-hate.html
126,19940301,"Spy Suspects Were Paid $2.5 Million, U.S. Says","  Federal prosecutors charged today that a Central Intelligence Agency official accused of spying and his wife were paid at least $2.5 million for their work for Russia and the Soviet Union.   When the official, Aldrich H. Ames, and his wife,...",http://www.nytimes.com/1994/03/01/us/spy-suspects-were-paid-2.5-million-us-says.html
127,19940401,Budget Deal in Albany,"  Governor Cuomo and legislative leaders announced an agreement on the outlines of a $34 billion state budget, but broke for the holiday weekend without actually enacting it or even providing details of their plan.    Article, page 22",http://www.nytimes.com/1994/04/02/us/budget-deal-in-albany.html
128,19940501,"Economic Watch; In the Northeast, Even Smog Is Trapped in Gridlock",  The urban summer smog that chokes asthmatics and confines the elderly to air-conditioned rooms will be gone by early in the next century -- or so Congress decreed in 1990.   But with the 12 states of the Northeast facing a cleanup bill that could...,http://www.nytimes.com/1994/05/01/us/economic-watch-in-the-northeast-even-smog-is-trapped-in-gridlock.html
129,19940601,"Justices, in Ruling on Free Speech, Put Limits on Government","  Defining the free-speech rights of public employees, a splintered Supreme Court today placed new limits on the ability of government agencies to punish employees for what they say.   A plurality of four Justices held that government workers cannot...",http://www.nytimes.com/1994/06/01/us/justices-in-ruling-on-free-speech-put-limits-on-government.html
130,19940701,Full-Blown AIDS Cases Estimated at 4 Million,"The estimated number of full-blown AIDS cases worldwide increased to 4 million from 2.5 million in the last 12 months, an increase of 60 percent, the World Health Organization said today.         Sub-Saharan Africa had the highest number, with 2.5...",http://www.nytimes.com/1994/07/02/us/full-blown-aids-cases-estimated-at-4-million.html
131,19940901,"Once Again, Judge Decides Against the Simpson Team","  In yet another setback to the lawyers defending O. J. Simpson against murder charges, the judge in the case today rejected their request for the police personnel files of a detective whom they have accused of racial animosity.    The detective,...",http://www.nytimes.com/1994/09/01/us/once-again-judge-decides-against-the-simpson-team.html
132,19941001,Shuttle Soars Into Space on Mission to Detect Environmental Changes onEarth,The space shuttle Endeavour began sweeping Earth with advanced radars today in an effort to detect and monitor both natural and human-induced environmental  changes that affect life on the planet.   ,http://www.nytimes.com/1994/10/01/us/shuttle-soars-into-space-on-mission-to-detect-environmental-changes-onearth.html
133,19941101,Governor and a Bush Offer Sharp Contrasts,"  In their last debate before an election for governor that polls showed was a virtual deadlock, Gov. Lawton Chiles, the incumbent Democrat, and his Republican challenger, Jeb Bush, said tonight that they were offering voters a choice between...",http://www.nytimes.com/1994/11/02/us/the-1994-campaign-florida-governor-and-a-bush-offer-sharp-contrasts.html
134,19950101,"After a Fatal Accident, Grief in the Navajo Way",  Traditional Navajos do not speak about their dead because they fear their spirits are dangerous and will return to haunt the living.   So not much is known about the final hours of eight members of the Navajo Nation who died on a northern Arizona...,http://www.nytimes.com/1995/01/01/us/after-a-fatal-accident-grief-in-the-navajo-way.html
135,19950201,Overproduction of a Protein Is Linked to Adults' Diabetes,"  Millions of Americans develop a form of diabetes in adulthood because they make too much of a protein that interferes with their cellular machinery, scientists reported today.   The finding, described in the current issue of Nature magazine, opens...",http://www.nytimes.com/1995/02/02/us/overproduction-of-a-protein-is-linked-to-adults-diabetes.html
136,19950301,"In Privatizing City Services, It's Now 'Indy-a-First-Place'","  Except for one day a year, when cars race at breakneck speed for 500 miles around an oval track, this unpretentious Midwestern city is so unaccustomed to the national limelight that it mockingly calls itself Indy-a-no-place.""   But as Indianapolis...""",http://www.nytimes.com/1995/03/02/us/in-privatizing-city-services-it-s-now-indy-a-first-place.html
137,19950401,Dog-Walking Neighbor Contradicts Simpson's Account of When Vehicle Was Outside House,  A neighbor of O. J. Simpson testified today that he did not see a white Ford Bronco parked outside Mr. Simpson's home when prosecutors say Nicole Brown Simpson and Ronald L. Goldman were killed. His testimony was another contradiction of Mr....,http://www.nytimes.com/1995/04/01/us/dog-walking-neighbor-contradicts-simpson-s-account-when-vehicle-was-outside.html
138,19950501,Pentagon Seeks to End Preference Program,"  The Pentagon's affirmative action program in long-distance telephone services seemed such a triumph -- it had raised the portion of contracts with small, minority-owned businesses to 57 percent from just 3 percent within two years -- that Congress...",http://www.nytimes.com/1995/05/01/us/pentagon-seeks-to-end-preference-program.html
139,19950601,"After More Testimony on DNA, Simpson Case Nears New Phase",The technical phase of O. J. Simpson's trial reached an intermission today as prosecutors switched gears and prepared to show jurors grisly autopsy photographs.         The Los Angeles County Coroner is to testify on Friday. He is to be followed  by...,http://www.nytimes.com/1995/06/02/us/after-more-testimony-on-dna-simpson-case-nears-new-phase.html
140,19950701,Some Bed-Wetting Is Linked to a Gene,"  Researchers say a gene somewhere on chromosome 13 is linked to the most problematic form of bed-wetting, primary enuresis, in which children 7 years old or older wet the bed three or more times a week.    Only the general location of the gene has...",http://www.nytimes.com/1995/07/01/us/some-bed-wetting-is-linked-to-a-gene.html
141,19950801,Study Cites Adult Males for Most Teen-Age Births,"  At least half of the babies born to teen-age girls are fathered by adults, according to a new national study by the Alan Guttmacher Institute.   The study, which many researchers said is the most comprehensive of its kind, implies that a startling...",http://www.nytimes.com/1995/08/02/us/study-cites-adult-males-for-most-teen-age-births.html
142,19951001,Even G.O.P. Asking Nunn Not to Retire From Senate,"  At a time when Congress is decidedly more partisan, it is a mark of Senator Sam Nunn's stature that Democrats and Republicans alike are urging the Georgia Democrat to run for a fifth six-year term.   At stake in Mr. Nunn's decision, which he will...",http://www.nytimes.com/1995/10/02/us/even-gop-asking-nunn-not-to-retire-from-senate.html
143,19951101,"Mother Ends 7-Year Jail Stay, Still Silent About Missing Child","After spending seven years in jail for refusing to disclose her son's whereabouts, Jacqueline Bouknight has been set free, still without disclosing anything about her son's fate.         Ms. Bouknight's lawyers call her a hero of civil disobedience....",http://www.nytimes.com/1995/11/02/us/mother-ends-7-year-jail-stay-still-silent-about-missing-child.html
144,19960101,"For More and More Job Seekers, An Aging Parent Is a Big Factor","Just over a year ago, after much soul-searching, Robert W. Crispin turned down a plum job as one of the top three executives of a prestigious company on the West Coast. He decided instead to stay in Hartford, within easy visiting distance of his...",http://www.nytimes.com/1996/01/01/us/for-more-and-more-job-seekers-an-aging-parent-is-a-big-factor.html
145,19960201,Advocates of Gun Control Fear Results of a Trade Agreement With Russia,"Next week's negotiations that could lift cold war trade restrictions on Russian firearms have angered some gun-control advocates in Congress, who say the deal could allow importers to flood the American market with millions of inexpensive Russian...",http://www.nytimes.com/1996/02/02/us/advocates-of-gun-control-fear-results-of-a-trade-agreement-with-russia.html
146,19960301,"North Dakota, With German Roots, Adopts Spanish as Second Language","In a high school and a city named for the Iron Chancellor of Imperial Germany, the grandchildren of German immigrants pore over their lessons in the school's most popular foreign language: Spanish.         It may seem an improbable choice in a state...",http://www.nytimes.com/1996/03/02/us/north-dakota-with-german-roots-adopts-spanish-as-second-language.html
147,19960401,Critic Calls Anti-Smoking Drive Misdirected,"Everyone from President Clinton to tobacco companies is preaching these days  that teen-agers should be kept from smoking, and that has some anti-tobacco advocates worried.         The anti-tobacco movement has careened off on this narrow path...""",http://www.nytimes.com/1996/04/01/us/critic-calls-anti-smoking-drive-misdirected.html
148,19960501,Party Taps Gingrich and Hyde For Key Jobs at the Convention,"Republicans today selected Speaker Newt Gingrich to be the chairman of the party's convention this summer in San Diego and picked Representative Henry J. Hyde of Illinois to head the platform committee.         The choice of Mr. Hyde, a longtime...",http://www.nytimes.com/1996/05/02/us/party-taps-gingrich-and-hyde-for-key-jobs-at-the-convention.html
149,19960601,"Caravan of Buses Carries New Yorkers, Mostly From Unions","By the thousands, they left their homes at 4:30 this morning, heading for buses at Montefiore Hospital in the Bronx, the garment workers' union offices in midtown Manhattan, the municipal workers' headquarters downtown and dozens of other sites.     ...",http://www.nytimes.com/1996/06/02/us/caravan-of-buses-carries-new-yorkers-mostly-from-unions.html
150,19960701,Lung Treatment's Effects Seem to Differ by Race,"A lung treatment for premature infants sharply improved the survival rate of  white babies but not black ones, a study in St. Louis has found.         The treatment, surfactant replacement therapy, was developed for respiratory  distress syndrome, a...",http://www.nytimes.com/1996/07/01/us/lung-treatment-s-effects-seem-to-differ-by-race.html
151,19960801,Dole's Statement on Measure,Following is Bob Dole's statement yesterday on President Clinton's endorsement of Republican-sponsored legislation to overhaul the welfare system:       The first 100 days of the Dole Administration have begun 97 days before the election.    I'm...,http://www.nytimes.com/1996/08/01/us/dole-s-statement-on-measure.html
152,19960901,"Kemp, in Montana, Urges End to Estate Taxes","Having told poor people in the inner city, rich people in suburbia and workers in a factory that tax cuts would greatly improve their lives, Jack Kemp made the same pledge tonight to wheat and barley farmers here on the windswept plains.    Mr. Kemp,...",http://www.nytimes.com/1996/09/02/us/kemp-in-montana-urges-end-to-estate-taxes.html
153,19961001,Congresswoman's Ex-Husband Jailed Again,"One year ago, Joseph Waldholtz was married to this city's United States Congresswoman, was renting Henry A. Kissinger's town house in Washington, and was posing as the beneficiary of an imaginary $325 million fund, the Waldholtz Family Trust.   ...",http://www.nytimes.com/1996/10/01/us/congresswoman-s-ex-husband-jailed-again.html
154,19961101,"On Stump, Gore Shows a New Touch in Connecting With Crowds","Vice President Al Gore, whose boxy shoulders and predilection for polysyllabic earnestness have often made him seem like a kind of uptight Mr. Rogers, looks relaxed these days. No, really.    Mr. Gore is loping through a fast-paced but low-pressure...",http://www.nytimes.com/1996/11/02/us/on-stump-gore-shows-a-new-touch-in-connecting-with-crowds.html
155,19970101,Ethics Panel Puts Off Action on Gingrich,The House ethics committee decided not to proceed with any action against Speaker Newt Gingrich until after the election of a speaker for the new session. That means House members will vote without a complete review of the ethics charges against Mr....,http://www.nytimes.com/1997/01/01/us/ethics-panel-puts-off-action-on-gingrich.html
156,19970201,"In Yosemite, Nature May Have Its Way Yet","Beneath the imperious granite faces that stare out at one another across this fabled valley, the signs of devastation are everywhere.    The river that roared up just after the New Year is a quiescent mess, its banks splayed across meadows, its new...",http://www.nytimes.com/1997/02/02/us/in-yosemite-nature-may-have-its-way-yet.html
157,19970301,News Article On Bombing Raises Fears For Fair Trial,"Lawyers preparing for the Oklahoma City bombing trial and other experts following the case are concerned about the potential effect on the jury of a newspaper report that Timothy J. McVeigh, a defendant,  told his lawyers that he had driven the truck...",http://www.nytimes.com/1997/03/02/us/news-article-on-bombing-raises-fears-for-fair-trial.html
158,19970401,Several Guns Found Among Cultists' Belongings,"Acting on a tip from a warehouse operator, sheriff's investigators in San Diego County today found several weapons among a cache of books, videotapes and other items in two storage units rented by the Heaven's Gate cult, the authorities said.   ...",http://www.nytimes.com/1997/04/02/us/several-guns-found-among-cultists-belongings.html
159,19970501,Memorial Recaptures Roosevelt Era,"Standing dead-still in his slouch hat, Leon Bibel waits at the head of this city's newest bread line, mutely testifying to the way things can be for some Americans.    Far from resented, Mr. Bibel is being heroically celebrated for his poverty. For...",http://www.nytimes.com/1997/05/02/us/memorial-recaptures-roosevelt-era.html
160,19970601,Sailing the High Seas in the Wake of Vikings,"Viking legend says Leif Ericsson sailed from Greenland in a sturdy wooden vessel, dodging icebergs and surviving treacherously cold waters, to discover North America about 1,000 years ago.    A writer from West Virginia and 11 fellow adventurers plan...",http://www.nytimes.com/1997/06/01/us/sailing-the-high-seas-in-the-wake-of-vikings.html
161,19970701,Maryland Order Limits Hiring Of People in Workfare Programs,"Responding to protests that people  on welfare were being hired to replace regular workers, Gov. Parris N. Glendening of Maryland signed an executive order yesterday to ban the practice.    Two other states, Illinois and Minnesota, have adopted...",http://www.nytimes.com/1997/07/01/us/maryland-order-limits-hiring-of-people-in-workfare-programs.html
162,19970801,When a Casino Loses Its Lifeline to Customers,"The few blackjack dealers still employed at the Lady Luck Casino stand grimly behind their empty tables, nervously tapping the felt with stacks of $5 chips. The one-armed bandits are resting, their slumber broken only occasionally by the whir and...",http://www.nytimes.com/1997/08/01/us/when-a-casino-loses-its-lifeline-to-customers.html
163,19971001,The Unabashed and Unalterable Foe of the Campaign Finance Bill,"Suddenly mousetrapped as he led the debate against the campaign finance bill, Senator Mitch McConnell had to stand before his peers the other day and retreat to a bit of down-home Kentucky candor in confessing to the creation of ''a five-legged...",http://www.nytimes.com/1997/10/02/us/the-unabashed-and-unalterable-foe-of-the-campaign-finance-bill.html
164,19971101,"Prisons: A Growth Industry for Some; Colorado County Is a Grateful Host to 7,000 Involuntary Guests","A few miles from the ''Alcatraz of the Rockies,'' the maximum security Federal prison where Timothy J. McVeigh spends 23 hours a day in an isolation cell, a cheery billboard beckons tourists: ''Stop and do time with us. Colorado Territorial Prison...",http://www.nytimes.com/1997/11/02/us/prisons-growth-industry-for-some-colorado-county-grateful-host-7000-involuntary.html
165,19980101,"Immigration Is Fueling Cities' Strong Growth, Data Show","The Census Bureau today offered fresh evidence of the impact of immigration on the country's population in this decade, reporting that several major metropolitan areas -- notably New York, Los Angeles and Chicago -- grew strongly even as many...",http://www.nytimes.com/1998/01/01/us/immigration-is-fueling-cities-strong-growth-data-show.html
166,19980201,Vietnam War Airmen Buried,"The remains of two Air Force fliers missing in Southeast Asia for three decades have been identified and returned to their families for burial, the Pentagon has announced.    Officials identified the two as Col. Paul G. Underwood of Goldsboro, N.C.,...",http://www.nytimes.com/1998/02/01/us/vietnam-war-airmen-buried.html
167,19980301,Jones's Lawyer Likes Underdog Role,"The law offices of Donovan Campbell Jr., the lead attorney for Paula Corbin Jones, consist of a small suite in an isolated high-rise off the Stemmons Freeway here looking out at Texas scrub and Dallas sprawl. It is tidy and, he says, sufficient for...",http://www.nytimes.com/1998/03/01/us/jones-s-lawyer-likes-underdog-role.html
168,19980401,Disbelief and Disappointment From Jones and Legal Team,"Members of Paula Corbin Jones's legal team were quick to say they would probably appeal today's court ruling dismissing their case, but it was apparent that they were mostly drenched in disappointment and shock.    ''It's very hard to take it in,...",http://www.nytimes.com/1998/04/02/us/testing-president-accusers-disbelief-disappointment-jones-legal-team.html
169,19980501,National News Briefs; Agency Fines Company In Florida Valujet Crash,"The Federal Aviation Administration said today that it was levying a record fine, $2.25 million, against the company that handled the oxygen generators that caused a Valujet DC-9 to crash nearly two years ago, killing all 110 people on board.    The...",http://www.nytimes.com/1998/05/01/us/national-news-briefs-agency-fines-company-in-florida-valujet-crash.html
170,19980601,Small Alabama Newspaper Prevails In Crusade to Expose Corrupt Sheriff,"In a tiny Alabama town where people like to recall the legacies of long-dead hunting dogs, and where the courthouse janitor has to stop twice in a crosswalk to say hello to people who call him by name, a weekly newspaper editor and his ace reporter,...",http://www.nytimes.com/1998/06/01/us/small-alabama-newspaper-prevails-in-crusade-to-expose-corrupt-sheriff.html
171,19980701,U.S. Nuclear Arms' Cost Put at $5.48 Trillion,"Nuclear weapons have cost the United States at least $5.48 trillion since 1940, and for most of that time neither Congress, the armed services nor the President had a clear idea what was being spent, according to a four-year study sponsored by the...",http://www.nytimes.com/1998/07/01/us/us-nuclear-arms-cost-put-at-5.48-trillion.html
172,19980801,Louisiana Tinkers With Calendar Again,"Back in the 1996 Presidential campaign, Louisiana Republicans moved the date of their caucuses to the front end of the election year in a brassy effort to steal some of the attention and influence usually accorded the first-in-the-nation Iowa...",http://www.nytimes.com/1998/08/01/us/political-briefing-louisiana-tinkers-with-calendar-again.html
173,19980901,"Strike Apparently Settled, Workers Return to U S West","With nonunion companies competing hungrily for telephone business in booming cities of the Rockies, U S West tentatively settled a two-week-old strike today, putting employees back to work at the region's Bell company.    The settlement, which faces...",http://www.nytimes.com/1998/09/01/us/strike-apparently-settled-workers-return-to-u-s-west.html
174,19981001,Washington Insider Is Lawyer for Panel's Democrats,"For three weeks, Abbe D. Lowell hunched down on the thin carpeting in the hallway of the Ford Building, just outside the vault securing the Whitewater independent counsel's documents, a cellular phone in one hand and a portable file folder in the...",http://www.nytimes.com/1998/10/02/us/testing-president-investigator-washington-insider-lawyer-for-panel-s-democrats.html
175,19981101,Popularity of Ballot Initiatives Leads to Questions,"For Washington State residents who step into the polling place here on Tuesday, deciding whom to vote for may be the simple part. Then there are the whethers: whether to ban most forms of state-sponsored affirmative action; whether to approve the use...",http://www.nytimes.com/1998/11/02/us/1998-campaign-referendums-popularity-ballot-initiatives-leads-questions.html
176,19990101,G.O.P. Senator Urges Action On China Technology Report,"A special House committee's findings that China obtained or stole some of the United States' most sensitive military technology are ''extremely troubling,'' a leading Senate Republican said today, adding that the Senate should act quickly to address...",http://www.nytimes.com/1999/01/01/us/gop-senator-urges-action-on-china-technology-report.html
177,19990201,Explosion At Ford Plant Kills Worker,"A thunderous explosion, followed by a fire that burned for several hours, killed one worker and injured at least 30 today at the Ford Motor Company's River Rouge complex, long a symbol of American industrial strength that put the nation on wheels by...",http://www.nytimes.com/1999/02/02/us/explosion-at-ford-plant-kills-worker.html
178,19990301,Senator's Efforts Threaten Wine Makers' Celebration,"When the Federal Government said on Feb. 5 that wine makers could put educational labels on their bottles, there was rejoicing in the nation's vineyards.    For too long, wine had been wrongly characterized as inherently dangerous or even sinful,...",http://www.nytimes.com/1999/03/01/us/senator-s-efforts-threaten-wine-makers-celebration.html
179,19990401,Elegant Resort Faces an Inelegant Battle Over Gambling,"The paradox of a luxury resort in a working-class county has always been apparent here in southeastern West Virginia. But now it is fueling a political fight, pitting the values of rural Christian fundamentalists against a life style of golf,...",http://www.nytimes.com/1999/04/01/us/elegant-resort-faces-an-inelegant-battle-over-gambling.html
